id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,application_type
1051720,1283038,2800,2800,2800, 36 months,7.51%,87.12,A,A3,Hopkins Federal Savings Bank,3 years,RENT,27000,Not Verified,11-Dec,Charged Off,n,other,Christmas,212xx,MD,13.2,0,1-Aug,745,749,1,,,6,0,8268,42.60%,20,f,0,0,1042.68,1042.68,862.23,180.45,0,0,0,12-Dec,87.12,,16-Sep,524,520,INDIVIDUAL
1051709,1283026,12000,12000,12000, 36 months,12.69%,402.54,B,B5,Jenny Plath,8 years,RENT,39996,Source Verified,11-Dec,Fully Paid,n,other,loan needed,100xx,NY,6.81,1,Nov-97,675,679,0,16,,10,0,7056,35.50%,14,f,0,0,14491.35152,14491.35,12000,2491.35,0,0,0,14-Dec,425.26,,16-Sep,784,780,INDIVIDUAL
1051710,1283027,4000,4000,4000, 36 months,6.03%,121.75,A,A1,Relax The Back,2 years,RENT,54000,Not Verified,11-Dec,Charged Off,n,debt_consolidation,Debt Free in 3 months,917xx,CA,17.53,2,Sep-87,810,814,2,9,,8,0,2529,8.20%,10,f,0,0,3643.22,3643.22,3163.54,365.65,0,114.03,1.1403,14-May,121.75,,16-Sep,599,595,INDIVIDUAL
1050684,1282331,7000,7000,7000, 36 months,8.90%,222.28,A,A5,Furniture Row Companies,2 years,MORTGAGE,23000,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,"Consolidation, Lower Interest",648xx,MO,6,0,6-Jan,700,704,0,48,,6,0,3763,28.70%,7,f,0,0,7992.007349,7992.01,7000,992.01,0,0,0,14-Sep,886.05,,16-Apr,709,705,INDIVIDUAL
1011422,1238288,5600,5600,5600, 36 months,10.65%,182.42,B,B2,,6 years,MORTGAGE,35000,Not Verified,11-Dec,Fully Paid,n,credit_card,Debt Consolidation,799xx,TX,13.69,0,5-Nov,700,704,1,,,18,0,10305,29.80%,29,f,0,0,6566.699999,6566.7,5600,966.7,0,0,0,14-Dec,186.87,,16-Sep,779,775,INDIVIDUAL
1051694,1283010,12000,12000,11975, 60 months,19.91%,317.33,E,E4,WIPRO,9 years,RENT,95000,Verified,11-Dec,Charged Off,n,credit_card,Get Better,232xx,VA,17.72,0,4-Feb,670,674,0,,,9,0,14824,97.50%,12,f,0,0,13953.29,13924.23,6859.77,6139.32,0,954.2,171.756,15-May,317.33,,16-Sep,599,595,INDIVIDUAL
1051513,1283201,18975,18975,18975, 60 months,19.91%,501.78,E,E4,Franciscan System Services,5 years,RENT,45000,Verified,11-Dec,Fully Paid,n,debt_consolidation,502countdown,984xx,WA,24.53,0,1-Sep,685,689,0,,,8,0,20659,97%,15,f,0,0,24620.00302,24620,18975,5645,0,0,0,13-Aug,15089.48,,16-Feb,729,725,INDIVIDUAL
1051506,1283194,5000,5000,5000, 36 months,6.62%,153.52,A,A2,Department of Veterans Affairs,10+ years,MORTGAGE,138000,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,No Risk Loan,305xx,GA,1.49,0,Sep-94,780,784,1,,,14,0,4672,2.60%,38,f,0,0,5134.444029,5134.44,5000,134.44,0,0,0,12-Aug,63.62,,12-Aug,789,785,INDIVIDUAL
1051652,1282962,12000,12000,12000, 36 months,16.77%,426.47,D,D2,Orbital Sciences Corporation,2 years,RENT,68500,Verified,11-Dec,Fully Paid,n,debt_consolidation,2012 Debt Consolidation,220xx,VA,19.5,2,Jun-81,660,664,0,17,,12,0,13034,64.30%,31,f,0,0,13374.78266,13374.78,12000,1374.78,0,0,0,12-Sep,9968.66,,12-Sep,734,730,INDIVIDUAL
1048949,1280339,35000,35000,34975, 60 months,11.71%,773.44,B,B3,Sterling Savings Bank,7 years,MORTGAGE,78000,Verified,11-Dec,Current,n,debt_consolidation,Debt Consolidation,992xx,WA,16.63,0,Jul-91,765,769,0,,,10,0,28856,62.90%,37,f,2284.83,2283.17,44071.26,44039.83,32715.16,11356.1,0,0,0,16-Sep,773.44,16-Oct,16-Sep,744,740,INDIVIDUAL
1051502,1283189,5500,5500,5500, 36 months,10.65%,179.16,B,B2,Martin County Library System,3 years,OWN,31000,Not Verified,11-Dec,Fully Paid,n,home_improvement,Home Improvements,349xx,FL,22.3,0,2-Jul,685,689,0,,,19,0,9968,40.90%,28,f,0,0,6449.459998,6449.46,5500,949.46,0,0,0,14-Dec,185.63,,16-Sep,619,615,INDIVIDUAL
1051488,1283172,6500,6500,6475, 36 months,8.90%,206.4,A,A5,"Rabobank, NA",7 years,MORTGAGE,75000,Source Verified,11-Dec,Fully Paid,n,other,Personal Loan,934xx,CA,23.82,0,Feb-93,720,724,2,,,8,0,31505,73.10%,24,f,0,0,6999.835828,6972.91,6500,499.84,0,0,0,12-Dec,4732.99,,12-Dec,729,725,INDIVIDUAL
1051492,1283179,12000,12000,12000, 36 months,10.65%,390.88,B,B2,NBC Universal,10+ years,RENT,63000,Verified,11-Dec,Fully Paid,n,debt_consolidation,Debt consolidation,918xx,CA,23.33,0,Dec-98,720,724,0,,,11,0,10574,55.70%,24,f,0,0,14071.62999,14071.63,12000,2071.63,0,0,0,14-Dec,407.13,,16-May,684,680,INDIVIDUAL
1018387,1246622,12000,12000,12000, 36 months,7.90%,375.49,A,A4,Alphavista Services Inc,4 years,RENT,76000,Verified,11-Dec,Fully Paid,n,small_business,Business Loan,913xx,CA,1.03,0,7-Nov,750,754,0,,,5,0,1372,12.10%,11,f,0,0,12520.54277,12520.54,12000,520.54,0,0,0,12-Aug,8395.99,,16-Apr,759,755,INDIVIDUAL
1051410,1282893,4000,4000,4000, 36 months,12.69%,134.18,B,B5,IAC,6 years,MORTGAGE,42000,Not Verified,11-Dec,Charged Off,n,debt_consolidation,Debt Consolidation Loan,436xx,OH,23.23,1,May-00,680,684,3,18,,18,0,4763,36.90%,26,f,0,0,3881.86,3881.86,3091.94,789.92,0,0,0,14-May,134.18,,16-Sep,634,630,INDIVIDUAL
1051470,1283154,1000,1000,1000, 36 months,13.49%,33.94,C,C1,MicroStrategy,2 years,RENT,76000,Not Verified,11-Dec,Fully Paid,n,major_purchase,Major Purchase,200xx,DC,18.52,0,5-Sep,680,684,0,,,9,0,3808,97.60%,16,f,0,0,1221.41912,1221.42,1000,221.42,0,0,0,14-Dec,36.33,,14-Dec,594,590,INDIVIDUAL
1042904,1273203,25000,25000,24975, 36 months,12.42%,835.39,B,B4,precision plumbing,6 years,MORTGAGE,54996,Verified,11-Dec,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,786xx,TX,11.78,0,Nov-98,710,714,0,25,,10,0,22085,65.10%,27,f,0,0,30163.38,30133.22,25000,5163.38,0,0,0,14-Dec,951.01,,14-Dec,644,640,INDIVIDUAL
1051458,1251300,9000,9000,8975, 36 months,12.69%,301.91,B,B5,first quality maintenance ,10+ years,OWN,28944,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,068xx,CT,6.92,0,Jan-00,705,709,2,,79,5,1,6131,19%,21,f,0,0,9993.413056,9965.65,9000,993.41,0,0,0,12-Dec,6678.71,,15-Nov,799,795,INDIVIDUAL
1046355,1277399,8575,8575,8575, 36 months,15.27%,298.4,C,C4,William Beaumont Hospital,10+ years,RENT,35000,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,Road To Debt Freedom!!!,480xx,MI,24.58,0,Jul-90,670,674,2,68,88,16,1,6509,69.20%,30,f,0,0,9378.749454,9378.75,8575,803.75,0,0,0,12-Aug,7293.78,,13-Sep,709,705,INDIVIDUAL
1051570,1282673,5400,5400,5400, 36 months,7.90%,168.97,A,A4,john davis trucking co.,5 years,MORTGAGE,38000,Source Verified,11-Dec,Fully Paid,n,medical,Medical Loan,898xx,NV,17.31,0,Jan-93,715,719,0,52,114,10,1,1718,9.80%,22,f,0,0,5984.863036,5984.86,5400,584.86,0,0,0,13-Nov,2271.9,,13-Nov,724,720,INDIVIDUAL
1051447,1283131,10000,10000,10000, 36 months,17.27%,357.88,D,D3,Cheney brothers LLC,5 years,RENT,72000,Verified,11-Dec,Fully Paid,n,debt_consolidation,new start,025xx,MA,12.62,0,7-Mar,660,664,0,,,8,0,5050,80.20%,11,f,0,0,12883.33,12883.33,10000,2883.33,0,0,0,14-Dec,368.93,,16-May,639,635,INDIVIDUAL
1051442,1283126,6000,6000,6000, 36 months,13.49%,203.59,C,C1,,1 year,RENT,32000,Verified,11-Dec,Charged Off,n,debt_consolidation,Debt loan,076xx,NJ,17.81,1,3-Dec,670,674,0,9,,4,0,1524,21.20%,12,f,0,0,4048.28,4048.28,2854.22,1003.39,0,190.67,1.804300002,13-Jul,407.18,,16-Sep,569,565,INDIVIDUAL
1051433,1283116,10000,10000,10000, 36 months,14.65%,344.95,C,C3,Miami Beach Resort,4 years,RENT,33000,Source Verified,11-Dec,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,331xx,FL,16.44,0,3-Mar,680,684,1,,,10,0,11694,88.90%,18,f,0,0,12417.84,12417.84,10000,2417.84,0,0,0,14-Dec,350.09,,15-Jul,499,0,INDIVIDUAL
1051609,1280843,2575,2575,2575, 36 months,15.96%,90.48,C,C5,Hallmark Insurance,< 1 year,RENT,44420,Verified,11-Dec,Charged Off,n,debt_consolidation,Credit Card Loan,750xx,TX,19.67,0,Nov-97,665,669,2,,,11,0,10201,91.10%,23,f,0,0,1101.48,1101.48,659.04,332.72,0,109.72,1.06,12-Nov,90.48,,16-Sep,659,655,INDIVIDUAL
1051409,1282892,10000,10000,10000, 36 months,9.91%,322.25,B,B1,Riverside County ,< 1 year,MORTGAGE,38400,Source Verified,11-Dec,Fully Paid,n,debt_consolidation,debt consolidation,923xx,CA,5.34,0,Mar-99,710,714,0,38,,6,0,3953,48.30%,17,f,0,0,11600.98,11600.98,10000,1600.98,0,0,0,15-Jan,330.25,,15-Jan,679,675,INDIVIDUAL
1051591,1282697,8000,8000,8000, 36 months,9.91%,257.8,B,B1,,n/a,RENT,60000,Source Verified,11-Dec,Charged Off,n,home_improvement,HOME REPAIR AND IMPROVEMENTS,921xx,CA,19.9,0,6-Jun,740,744,2,,,4,0,0,0%,5,f,0,0,4387.49,4387.49,3257.79,857.57,0,272.13,2.92,13-Apr,257.8,,16-Sep,549,545,INDIVIDUAL
1051412,1252541,12000,12000,12000, 60 months,18.64%,308.92,E,E1,Parkers Lighthouse,1 year,RENT,45000,Not Verified,11-Dec,Fully Paid,n,small_business,Business Loan,908xx,CA,14.37,1,Sep-90,685,689,1,15,,4,0,10374,94.30%,10,f,0,0,17879.43999,17879.44,12000,5879.44,0,0,0,15-Jul,4909.58,,15-Jul,689,685,INDIVIDUAL
1051586,1282692,12000,12000,12000, 36 months,13.49%,407.17,C,C1,Navy,2 years,OWN,79768,Source Verified,11-Dec,Fully Paid,n,major_purchase,Raw Land Purchase,200xx,DC,16.73,0,May-00,690,694,2,37,,6,0,2093,36.70%,21,f,0,0,13505.47046,13505.47,12000,1505.47,0,0,0,13-Jan,8628.82,,15-Feb,694,690,INDIVIDUAL
1051063,1282727,10000,10000,10000, 36 months,8.90%,317.54,A,A5,"Pitney Bowes, Inc",10+ years,MORTGAGE,80000,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,640xx,MO,16.11,0,Jun-99,715,719,0,,,6,0,3937,48.60%,11,f,0,0,11431.12,11431.12,10000,1431.12,0,0,0,14-Dec,327.95,,15-Sep,654,650,INDIVIDUAL
1051355,1282656,6000,6000,6000, 36 months,15.96%,210.83,C,C5,San Quentin State Prison,10+ years,MORTGAGE,39168,Not Verified,11-Dec,Charged Off,n,debt_consolidation,Debt Consolidation Loan,945xx,CA,24.85,0,Mar-97,660,664,1,36,77,13,1,6347,81.60%,30,f,0,0,2587.54,2587.54,1532.7,783.52,14.97652137,256.34,2.52,12-Nov,210.83,,16-Sep,584,580,INDIVIDUAL
1051159,1282834,12600,12600,12600, 60 months,14.27%,294.95,C,C2,AAI Corporation,3 years,MORTGAGE,86000,Not Verified,11-Dec,Fully Paid,n,home_improvement,Basement,173xx,PA,16.87,0,Jan-00,720,724,1,63,,9,0,12208,56.30%,40,f,0,0,16591.3245,16591.32,12600,3991.32,0,0,0,14-Oct,6871.67,,16-Sep,694,690,INDIVIDUAL
1051328,1282620,10000,10000,10000, 36 months,6.03%,304.36,A,A1,,n/a,OWN,37200,Verified,11-Dec,Fully Paid,n,credit_card,Card Reduction,281xx,NC,17.42,0,Nov-78,770,774,1,,,10,0,15317,20.30%,13,f,0,0,10954.63,10954.63,10000,954.63,0,0,0,14-Dec,287.5,,14-Dec,814,810,INDIVIDUAL
1041216,1271243,14000,14000,14000, 60 months,17.27%,349.98,D,D3,showtime consessions supply,1 year,RENT,52000,Not Verified,11-Dec,Charged Off,n,car,"Used car,debt consolidation loan",286xx,NC,5.35,0,Aug-99,695,699,1,,107,4,1,8555,75%,8,f,0,0,15399.79,15399.79,8209.42,6121.56,0,1068.81,192.3858,15-May,349.98,,16-Sep,499,0,INDIVIDUAL
1051152,1282826,5000,5000,5000, 36 months,12.69%,167.73,B,B5,the vancouver clinic ,2 years,RENT,62400,Not Verified,11-Dec,Fully Paid,n,vacation,Vacation Loan,986xx,WA,18.98,1,Sep-99,665,669,0,4,,17,0,10590,55.70%,42,f,0,0,5429.684156,5429.68,5000,429.68,0,0,0,13-Feb,254.04,,16-Sep,679,675,INDIVIDUAL
1051341,1282640,10000,10000,10000, 36 months,9.91%,322.25,B,B1,Ennis Fine Furniture,10+ years,RENT,60000,Not Verified,11-Dec,Fully Paid,n,credit_card,Credit Card Loan,992xx,WA,14.98,0,Oct-98,710,714,0,,,8,0,16908,73.50%,14,f,0,0,11600.98,11600.98,10000,1600.98,0,0,0,14-Dec,334.9,,15-Apr,644,640,INDIVIDUAL
1051151,1282825,15000,15000,15000, 60 months,11.71%,331.48,B,B3,ssa marine,7 years,MORTGAGE,100000,Source Verified,11-Dec,Fully Paid,n,credit_card,card payoff,917xx,CA,4.52,0,Apr-99,725,729,0,49,,10,0,12153,59%,23,f,0,0,17671.85627,17671.86,15000,2671.86,0,0,0,13-Sep,11052.87,,13-Oct,739,735,INDIVIDUAL
1051325,1282623,6000,6000,6000, 36 months,15.27%,208.79,C,C4,Wegmans Food Markets,5 years,RENT,29000,Not Verified,11-Dec,Fully Paid,n,car,Car Loan,212xx,MD,2.77,0,4-Apr,680,684,1,,,3,0,1918,54.80%,5,f,0,0,6907.682756,6907.68,6000,907.68,0,0,0,13-Feb,4200.64,,16-Sep,764,760,INDIVIDUAL
1051321,1282618,5450,5450,5450, 36 months,7.90%,170.54,A,A4,stamford hospital,7 years,RENT,83004,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,My Loan,068xx,CT,7.42,0,2-Apr,715,719,0,,,8,0,11229,54.50%,31,f,0,0,6139.120001,6139.12,5450,689.12,0,0,0,14-Dec,174.91,,16-Jan,669,665,INDIVIDUAL
1047098,1278170,13500,13500,13475, 36 months,9.91%,435.04,B,B1,TeamPraxis,10+ years,MORTGAGE,57700,Verified,11-Dec,Fully Paid,n,debt_consolidation,Debt ,967xx,HI,20.34,1,Dec-94,725,729,2,23,,10,0,14643,62.30%,34,f,0,0,15301.61306,15273.28,13500,1801.61,0,0,0,13-Oct,6181.99,,13-Nov,749,745,INDIVIDUAL
1051124,1282796,20000,20000,20000, 60 months,14.27%,468.17,C,C2,Greenwood Enterprises,4 years,RENT,45000,Not Verified,11-Dec,Charged Off,n,debt_consolidation,GoodLuck2011,086xx,NJ,10.16,0,4-Feb,715,719,0,,,7,0,15197,88.70%,14,f,0,0,6219.3,6219.3,2471.52,2671.53,70.12308852,1006.13,9.97,12-Dec,938.64,,16-Sep,624,620,INDIVIDUAL
1050137,1281582,3000,3000,3000, 60 months,12.42%,67.38,B,B4,Devereux Foundation,< 1 year,RENT,46008,Not Verified,11-Dec,Fully Paid,n,other,Personal ,194xx,PA,18.23,0,1-Feb,720,724,1,,,16,0,3017,53.90%,36,f,0,0,3180.780352,3180.78,3000,180.78,0,0,0,12-Jun,2845.08,,12-Jul,699,695,INDIVIDUAL
1051297,1282593,5000,5000,5000, 36 months,9.91%,161.13,B,B1,at&t,10+ years,RENT,40000,Not Verified,11-Dec,Fully Paid,n,other,loan 1,674xx,KS,9.45,0,Jul-94,725,729,0,,,3,0,20212,74%,18,f,0,0,5485.142961,5485.14,5000,485.14,0,0,0,13-Feb,3394.07,,13-Mar,554,550,INDIVIDUAL
1051094,1282762,7000,7000,7000, 36 months,6.62%,214.93,A,A2,,9 years,MORTGAGE,96000,Not Verified,11-Dec,Fully Paid,n,small_business,bailout loan,928xx,CA,5.89,0,Aug-99,790,794,1,,,6,0,1384,2.70%,19,f,0,0,7737.310001,7737.31,7000,737.31,0,0,0,14-Dec,227.79,,16-May,719,715,INDIVIDUAL
1048624,1279583,16000,16000,16000, 60 months,17.58%,402.65,D,D4,,n/a,OWN,49000,Not Verified,11-Dec,Current,n,credit_card,personel,840xx,UT,12.83,0,Oct-84,685,689,1,68,,7,0,9058,43.50%,34,f,1187.65,1187.65,22922.45,22922.45,14812.36,8110.09,0,0,0,16-Sep,402.65,16-Oct,16-Sep,689,685,INDIVIDUAL
1047379,1278257,3800,3800,3800, 36 months,6.03%,115.66,A,A1,,4 years,OWN,90000,Verified,11-Dec,Fully Paid,n,other,First Loan,087xx,NJ,21.32,0,Aug-96,780,784,0,,,7,0,0,0%,28,f,0,0,4104.259128,4104.26,3800,304.26,0,0,0,13-Oct,1676.62,,13-Nov,804,800,INDIVIDUAL
1042854,1273149,28000,28000,28000, 36 months,8.90%,889.09,A,A5,"Champion Bus, Inc",10+ years,RENT,110000,Verified,11-Dec,Fully Paid,n,debt_consolidation,payoff,484xx,MI,19.28,0,Dec-94,735,739,0,,,10,0,46660,55.50%,36,f,0,0,32007.23997,32007.24,28000,4007.24,0,0,0,14-Dec,913.17,,14-Dec,674,670,INDIVIDUAL
1051048,1282512,15000,15000,15000, 60 months,15.27%,358.98,C,C4,Benzie County Sheriff Office,7 years,MORTGAGE,77000,Not Verified,11-Dec,Charged Off,n,debt_consolidation,Freedom,496xx,MI,24.58,0,Jun-98,720,724,1,,,8,0,12246,70%,29,f,0,0,16600.16,16600.16,9811.07,5944.27,0,844.82,152.0676,15-Aug,358.98,,16-Sep,604,600,INDIVIDUAL
1051236,1282526,6000,6000,6000, 36 months,14.27%,205.86,C,C2,Worldmedia,5 years,RENT,82000,Source Verified,11-Dec,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,331xx,FL,1.27,0,Dec-80,670,674,1,24,,8,0,1284,75.50%,17,f,0,0,7396.277036,7396.28,6000,1396.28,0,0,0,14-Sep,821.41,,16-Sep,529,525,INDIVIDUAL
1051225,1282312,4000,4000,4000, 36 months,12.42%,133.67,B,B4,Scripps Clinic,3 years,RENT,31200,Not Verified,11-Dec,Fully Paid,n,medical,A little help from the Universe,921xx,CA,19.35,0,6-Oct,685,689,1,,,6,0,1139,17.10%,8,f,0,0,4826.95,4826.95,4000,811.95,15,0,0,15-Jan,139.62,,15-Oct,564,560,INDIVIDUAL
988714,1212800,15000,15000,15000, 36 months,17.58%,539.14,D,D4,,n/a,OWN,62400,Verified,11-Dec,Fully Paid,n,debt_consolidation,Consolidation,606xx,IL,19.1,0,Nov-89,660,664,2,,,13,0,32172,81%,47,f,0,0,19153.01977,19153.02,15000,4153.02,0,0,0,14-May,3979.59,,16-Jul,694,690,INDIVIDUAL
1051204,1282292,7500,7500,7500, 36 months,14.27%,257.32,C,C2,RPM International-Tremco,6 years,RENT,60000,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,630xx,MO,16,0,Oct-98,680,684,1,68,,6,0,6264,65.20%,17,f,0,0,9263.379997,9263.38,7500,1763.38,0,0,0,14-Dec,272.21,,14-Dec,729,725,INDIVIDUAL
1051011,1282474,12000,12000,12000, 36 months,6.03%,365.23,A,A1,T.G.I. Fridays,3 years,RENT,48000,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,Personal Loan,232xx,VA,16.63,0,Oct-00,755,759,0,,,8,0,2282,21.50%,14,f,0,0,13110.11184,13110.11,12000,1110.11,0,0,0,14-Jun,2522.6,,16-Sep,774,770,INDIVIDUAL
1051020,1282483,2125,2125,2125, 36 months,8.90%,67.48,A,A5,,n/a,RENT,43000,Verified,11-Dec,Fully Paid,n,credit_card,Thanks!,031xx,NH,21.6,0,4-Apr,715,719,2,76,,15,0,2142,14.30%,19,f,0,0,2429.09818,2429.1,2125,304.1,0,0,0,14-Dec,70.58,,14-Dec,729,725,INDIVIDUAL
1050995,1282456,25000,25000,24975, 60 months,21.28%,680.28,F,F2,SOUTHERN WINE & SPIRITS,10+ years,RENT,76000,Verified,11-Dec,Charged Off,n,credit_card,CREDIT CARD PAYOFF,117xx,NY,19.25,0,5-Jan,675,679,2,,,8,0,13871,84.10%,13,f,0,0,8162.16,8154,3137.29,5024.87,0,0,0,12-Dec,680.28,,16-Sep,594,590,INDIVIDUAL
1051186,1282273,7200,7200,7200, 36 months,11.71%,238.15,B,B3,springfield restaurant group,< 1 year,RENT,50000,Not Verified,11-Dec,Charged Off,n,debt_consolidation,pay off one main ,161xx,PA,22.06,0,2-Oct,680,684,0,63,,14,0,16852,65.30%,21,f,0,0,2235.36,2235.36,1387.04,514.24,0,334.08,3.2,12-Aug,238.15,,16-Sep,559,555,INDIVIDUAL
1051000,1282460,10000,10000,10000, 36 months,12.69%,335.45,B,B5,Sirius Computer Solutions,10+ years,MORTGAGE,200000,Source Verified,11-Dec,Fully Paid,n,debt_consolidation,Personal Loan,802xx,CO,18.88,0,Sep-76,700,704,1,57,110,16,1,84099,85.60%,46,f,0,0,12024.20502,12024.21,10000,2024.21,0,0,0,14-Jul,1976.8,,16-Sep,734,730,INDIVIDUAL
1051194,1282282,7000,7000,7000, 36 months,16.77%,248.77,D,D2,itasca County,10+ years,RENT,52000,Source Verified,11-Dec,Fully Paid,n,debt_consolidation,debt consolidation,557xx,MN,17.42,0,Nov-86,665,669,2,29,102,9,1,6070,85.50%,23,f,0,0,8942.030002,8942.03,7000,1942.03,0,0,0,15-Jul,61.27,,16-Sep,654,650,INDIVIDUAL
1050758,1282413,14000,14000,14000, 36 months,10.65%,456.03,B,B2,"22squared, inc",3 years,RENT,65000,Source Verified,11-Dec,Fully Paid,n,debt_consolidation,Cc,303xx,GA,15.38,0,1-Sep,700,704,0,36,,10,0,8464,67.70%,16,f,0,0,16416.88,16416.88,14000,2416.88,0,0,0,14-Dec,468.32,,14-Dec,729,725,INDIVIDUAL
1047014,1277879,6000,6000,6000, 36 months,7.90%,187.75,A,A4,National Grid,10+ years,MORTGAGE,170000,Source Verified,11-Dec,Fully Paid,n,house,Home Improvement Loan,028xx,RI,4.07,1,Oct-87,730,734,1,13,,7,0,5224,42.10%,15,f,0,0,6758.660001,6758.66,6000,758.66,0,0,0,14-Dec,192.32,,14-Dec,679,675,INDIVIDUAL
1050978,1282435,8000,8000,8000, 36 months,7.90%,250.33,A,A4,aamco,1 year,OWN,68000,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,mustang,294xx,SC,15.78,0,Dec-00,750,754,2,,,5,0,4947,89.90%,12,f,0,0,9011.557494,9011.56,8000,1011.56,0,0,0,14-Dec,254.92,,14-Dec,709,705,INDIVIDUAL
1050977,1282432,3000,3000,3000, 36 months,8.90%,95.26,A,A5,HyTrust Inc.,< 1 year,MORTGAGE,70000,Source Verified,11-Dec,Fully Paid,n,credit_card,CC Refinance,950xx,CA,12.22,0,2-Dec,710,714,0,32,,22,0,10640,21.20%,37,f,0,0,3142.562914,3142.56,3000,142.56,0,0,0,12-Aug,1573.85,,16-Mar,709,705,INDIVIDUAL
1045401,1275807,22000,22000,21975, 60 months,12.69%,497.09,B,B5,Wood & Fullerton Inc.,10+ years,RENT,45000,Verified,11-Dec,Current,n,debt_consolidation,Consolidation,300xx,GA,15.81,0,Jan-97,740,744,1,,,7,0,13743,27.30%,14,f,1480.89,1479.15,28295.92,28263.87,20519.11,7776.81,0,0,0,16-Sep,497.09,16-Oct,16-Sep,779,775,INDIVIDUAL
1050965,1277698,10000,10000,10000, 36 months,12.42%,334.16,B,B4,"St. Therese Convalescent Hospital, Inc. ",3 years,RENT,52000,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,Debt Cons 11,945xx,CA,9.51,0,3-Feb,680,684,0,,,7,0,11931,75.90%,14,f,0,0,12029.45,12029.45,10000,2029.45,0,0,0,14-Dec,346.13,,14-Dec,714,710,INDIVIDUAL
1050921,1282201,5000,5000,5000, 36 months,14.27%,171.55,C,C2,American Search Partners/ The Wellington,2 years,MORTGAGE,42000,Verified,11-Dec,Charged Off,n,debt_consolidation,Debt consolidation loan,750xx,TX,19.54,0,5-Jun,685,689,1,,,5,0,8644,91%,6,f,0,0,5135.57,5135.57,3841.27,1116.26,0,178.04,1.6062,14-May,171.55,,16-Sep,559,555,INDIVIDUAL
1050962,1282417,6000,6000,6000, 36 months,9.91%,193.35,B,B1,Woodbolt Distribution,< 1 year,MORTGAGE,90000,Not Verified,11-Dec,Fully Paid,n,credit_card,Credit Card Loan,762xx,TX,21.64,0,2-Mar,710,714,1,73,,14,0,27710,57.10%,25,f,0,0,6944.883454,6944.88,6000,944.88,0,0,0,14-Aug,958.98,,14-Aug,689,685,INDIVIDUAL
1050934,1282215,5500,5500,5500, 36 months,7.51%,171.11,A,A3,Bates Industries,2 years,RENT,36500,Not Verified,11-Dec,Charged Off,n,debt_consolidation,debt consolidation,128xx,NY,16.73,0,6-Apr,735,739,2,,,6,0,3272,26.80%,12,f,0,0,1616.88,1616.88,1114.76,250.44,0,251.68,2.43,12-Aug,171.11,,16-Sep,499,0,INDIVIDUAL
1050914,1282193,6000,6000,6000, 36 months,6.62%,184.23,A,A2,corporate graphics commericial,10+ years,MORTGAGE,38000,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,debt,560xx,MN,4.23,0,Sep-99,775,779,2,,,5,0,481,6.40%,15,f,0,0,6033.4,6033.4,6000,33.4,0,0,0,12-Jan,6034.17,,12-Jan,644,640,INDIVIDUAL
1050926,1282207,10000,10000,10000, 36 months,12.42%,334.16,B,B4,State Street Bank & Trust,5 years,RENT,56000,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,021xx,MA,19.33,1,Dec-94,680,684,0,15,,14,0,21282,58.80%,22,f,0,0,12029.45,12029.45,10000,2029.45,0,0,0,14-Dec,342.86,,15-Aug,604,600,INDIVIDUAL
1050726,1282378,5000,5000,5000, 36 months,9.91%,161.13,B,B1,Swami International,3 years,RENT,45000,Source Verified,11-Dec,Fully Paid,n,other,Surgery,903xx,CA,7.49,1,5-Sep,695,699,0,20,,9,0,2021,42.10%,17,f,0,0,5367.481335,5367.48,5000,367.48,0,0,0,12-Oct,3920.11,,16-Sep,689,685,INDIVIDUAL
